10442-1465980887-2317891,pistocl,gc@rapt,tocf@r@n,eis,f@rkert,
10609-1466105513-1900417,p@st@l,gc@rapt,tof@r@n,eis,frkert,
10895-1464280107-1974104,pst@l,x@rap,tocf@r@,eis,v@kert,
11791-1466163817-2331629,p@st@l,x@rap,tof@r@,eis,f@rker,
12145-1466104433-2328622,p@stol,xrapt,tocf@r@,eis,vker,
13104-1464304387-2005968,pst@l,gc@rapt,tof@r@n,eis,f@ker,
13285-1465071757-2236043,p@stol,x@rapt,tof@r@,eis,vker,
13452-1464612496-2147321,pst@l,x@rap,tof@r@,eis,v@rkert,
13550-1465929020-2316401,p@stol,gc@rapt,tocf@r@,eis,f@kert,
13884-1465542785-2289922,p@st@l,x@rapt,tocf@r@n,eis,v@kert,
14656-1464341738-2016802,p@st@l,gcrapt,tof@r@n,eis,frkert,
14949-1464440725-2089992,p@stol,xrapt,tof@r@n,eis,f@rker,
14966-1464385648-2072443,pistol,x@rap,tf@r@,eis,v@kert,
15456-1464345945-2021969,pst@l,x@rapt,tocf@r@,eis,f@ker,
15474-1464525500-2121526,pistol,gcrap,tof@r@n,eis,frker,
15629-1464801943-2192867,p@st@l,xrapt,tof@r@n,eis,vrkert,
15664-1464357470-2036828,p@st@l,gcrapt,tof@r@n,eis,v@rkert,
16057-1464364908-2045677,p@st@l,x@rapt,tocf@r@,eis,f@kert,
16270-1464091864-1858788,p@st@l,x@rapt,tof@r@n,eis,v@rker,
16497-1464684317-2167885,p@stol,gcrap,tocf@r@,eis,v@rker,
16501-1464623712-2152008,p@st@l,x@rapt,tof@r@n,eis,v@kert,
16505-1464548593-2128909,p@stol,x@rapt,tocf@r@n,eis,v@kert,
1654-1449521883-456556,pst@l,gc@rapt,tocf@r@n,eis,v@ker,
17518-1476864244-2509327,pst@l,x@rap,tocf@r@n,eis,f@rker,
17700-1481234634-2533741,pistocl,x@rapt,tf@r@,eis,v@ker,
2486-1449328957-289067,p@stol,gc@rapt,tof@r@n,eis,frker,
2625-1452286814-872244,p@stol,gc@rap,tocf@r@,eis,f@rkert,
3060-1449666128-530911,pistocl,gcrapt,tof@r@n,eis,f@rkert,
309-1449235552-178080,pst@l,x@rapt,tocf@r@,eis,f@rkert,
3377-1449689322-547517,pistocl,gc@rapt,tof@r@,eis,vker,
3399-1449992105-549459,p@stol,x@rap,tof@r@,eis,vker,
3583-1449677688-536711,p@st@l,gc@rapt,tocf@r@,eis,fker,
4245-1450075704-665580,p@st@l,gc@rap,tocf@r@,eis,f@rkert,
4373-1450275829-698437,pst@l,xrapt,tof@r@n,eis,f@kert,
4424-1458130995-1667445,p@st@l,gc@rap,tocf@r@,eis,v@rkert,
4444-1450602056-734828,p@st@l,x@rap,tfr,eis,f@ker,
4674-1450969373-774671,p@st@l,x@rapt,tof@r@n,eis,fkert,
4937-1451770063-840653,pistocl,gc@rap,tof@r@n,eis,vker,
5559-1454011883-997359,pistol,xrap,tfr,eis,v@ker,
5598-1454102883-1124554,pistol,gcrap,tf@r@,eis,frker,
5857-1457613002-1571225,pst@l,x@rapt,tof@r@n,eis,f@rkert,
6030-1454018378-1037113,pst@l,x@rapt,tof@r@n,eis,fker,
6077-1460576870-1761668,p@stol,x@rap,tfr,eis,f@rker,
6308-1454423000-1244383,pst@l,gc@rapt,tof@r@,eis,frkert,
6545-1454276237-1202656,p@st@l,gcrapt,tof@r@,eis,vker,
6796-1454362259-1232504,pistocl,xrap,tocf@r@n,eis,v@ker,
6930-1456498189-1527786,pistocl,x@rap,tocf@r@n,eis,f@rker,
6968-1454525159-1301585,pst@l,x@rapt,tf@r@,eis,v@rker,
828-1449173705-133124,p@st@l,x@rapt,tocf@r@,eis,vker,
8391-1462472060-1801568,pistol,x@rap,tof@r@n,eis,v@rker,
8641-1458177694-1671252,p@st@l,xrapt,tocf@r@n,eis,v@kert,
8804-1457968402-1649362,pst@l,gc@rapt,tocf@r@,eis,frker,
9220-1464561213-2139504,pistol,gc@rapt,tof@r@n,eis,f@rkert,
9415-1462988644-1806717,p@stol,gc@rapt,tof@r@,eis,vker,
9486-1463416078-1821978,p@stol,gc@rapt,tof@r@,eis,v@ker,
9910-1464205692-1937624,pst@l,xrapt,tof@r@,eis,v@rker,
