10167-1464126916-1893852,hect,@xtp@r,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
10335-1464335603-2011223,hect,ecxtpar,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,
10442-1465930084-2316331,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
10609-1464159412-1898476,hect,ecxtpa,@docpt@r,for,vel,xecl,@n,twejar@x,wesj@,
10723-1464114579-1877302,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
10895-1464106469-1869190,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
11156-1464199525-1930874,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
11791-1464168921-1904084,hect,ecxtpar,@docpt@rt,vor,vel,xecl,@n,twejar@x,wicsj@,
11940-1464166782-1902764,hect,ecxtpar,@docpt@r,vor,vel,xecl,@n,twejar@x,wesj@,
12145-1464250378-1925496,hect,ecxtpac,acdocptirt,for,vel,xecl,@n,twejar@x,wesj@,
12631-1464260880-1959953,hect,ecxtpac,acdocptirt,fo,fel,xecl,n,twejar@x,wesj@,
12954-1464299868-2002688,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
13104-1464300962-2003459,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@,
13285-1464898941-1941095,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
13452-1464285576-1980831,hect,ecxtpa,acdocptirt,for,fel,xeclt,@,twejar@x,wesj@,
13550-1465926109-2315692,hect,ecxtpar,acdocptir,fo,fel,xecl,@n,twejar@x,wesj@,
1383-1449229107-188147,hect,@xtp@r,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@,
13884-1465541127-2289660,hect,ecxtpac,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
14656-1464296531-1997622,hect,@xtpac,@docpt@rt,for,fel,xeclt,n,twejar@x,wesj@,
14712-1464908350-2215398,hect,ecxtpar,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,
14949-1464344696-2021014,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
1496-1449168654-116995,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
14966-1464383190-2069696,hect,ecxtpar,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
15012-1465406882-2102165,hect,ecxtpar,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@,
1524-1453228272-84951,hect,ecxtpacr,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
15271-1464425098-2036362,hect,ecxtpa,acdocptirt,vo,fel,xeclt,n,twejar@x,wesj@,
15456-1464343730-2019777,hect,ecxtpar,acdocptirt,vo,fel,xeclt,n,twejar@x,wicsj@,
15474-1464431198-2085466,hect,ecxtpar,@docpt@rt,vor,vel,xecl,@n,twejar@x,wesj@,
15580-1464347885-2024583,hect,ecxtpac,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
15629-1464794393-2191426,hect,ecxtpa,acdocptirt,vo,vel,xeclt,@n,twejar@x,wicsj@,
15664-1464354817-2032117,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wesj@,
16057-1464363145-2043596,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
16156-1464645820-2164770,hect,ecxtpa,@docpt@rt,vor,vel,xeclt,n,twicjacr@x,wicsj@,
16188-1464548935-2132548,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
1621-1449160206-92701,hect,ecxtpa,acdocptirt,vo,vel,xecl,n,twejar@x,wesj@,
16213-1464638597-2161347,hect,ecxtpar,acdocptirt,for,fel,xecl,@n,twejar@x,wesj@,
16270-1464079594-1853627,hect,ecxtpa,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,
16295-1465204867-2209467,hect,ecxtpar,acdocptir,for,fel,xeclt,n,twejar@x,wesj@,
16300-1464111766-1874894,hect,ecxtpa,acdocptirt,fo,vel,xecl,@n,twejar@x,wesj@,
16318-1464119995-1885181,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
16368-1464207213-1940116,hect,ecxtpa,acdocptir,vor,fel,xeclt,@n,twejar@x,wicsj@,
16497-1464629557-2155258,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@,
16501-1464621036-2150496,hect,ecxtpa,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@,
16505-1464531088-2123832,hect,ecxtpa,acdocptir,for,vel,xecl,@n,twejar@x,wicsj@,
16532-1464626598-2150076,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
1654-1449403688-348551,hect,ecxtpa,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,
16621-1464988927-2227221,hect,ecxtpa,acdocptirt,for,fel,xecl,@n,twejar@x,wesj@,
17187-1472373429-2444655,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
17226-1472378786-2463647,hect,ecxtpacr,acdocptirt,for,fel,xeclt,@n,twejar@x,wesj@,
17237-1472373829-2450406,hect,ecxtpar,@docpt@r,vo,vel,xecl,n,twejar@x,wesj@,
17518-1476281973-2508957,hect,ecxtpacr,acdocptir,fo,fel,xeclt,@,twejar@x,wicsj@,
17700-1479846564-2531295,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
1814-1449179040-149292,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
1959-1449222678-180050,hect,ecxtpar,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,
1982-1449233260-193719,hect,ecxtpa,@docpt@rt,vor,vel,xeclt,@n,twejar@x,wesj@,
2057-1449243285-205088,hect,ecxtpa,acdocptirt,fo,vel,xeclt,n,twejar@x,wesj@,
2426-1449417664-374274,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@,twejar@x,wesj@,
2486-1449320999-280810,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
2515-1449323748-285359,hect,ecxtpar,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@,
2612-1449335867-299551,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
2625-1452267362-870294,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,
2640-1450564656-730696,hect,ecxtpacr,@docpt@r,vo,fel,xeclt,n,twejar@x,wesj@,
2668-1449343817-310393,hect,ecxtpacr,acdocptirt,fo,vel,xecl,@n,twejar@x,wicsj@,
2682-1449347998-315943,hect,ecxtpa,acdocptirt,vo,vel,xecl,@,twejar@x,wicsj@,
2849-1451378142-813018,hect,ecxtpa,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
2982-1449407465-356841,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,
3060-1449413281-367347,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
309-1449089058-30104,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
3377-1449532276-466046,hect,ecxtpar,@docpt@r,fo,fel,xeclt,n,twejar@x,wesj@,
3399-1449525604-460864,hect,ecxtpa,acdocptirt,vo,vel,xeclt,n,twejar@x,wesj@,
3428-1449558070-467498,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
3437-1449564612-469600,hect,ecxtpar,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
3477-1449583981-479896,hect,ecxtpacr,acdocptir,for,vel,xecl,@n,twejar@x,wesj@,
3583-1449604341-502420,hect,ecxtpa,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,
3601-1449607512-508162,hect,ecxtpacr,acdocptirt,for,vel,xeclt,@n,twejar@x,wesj@,
3702-1449704545-557151,hect,@xtp@r,acdocptir,vo,fel,xeclt,n,twicjacr@x,wesj@,
3748-1457827432-1615423,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
3823-1452344342-687068,hect,ecxtpar,acdocptirt,vo,fel,xecl,@n,twejar@x,wesj@,
3857-1449776362-576897,hect,ecxtpacr,acdocptirt,vo,vel,xecl,n,twejar@x,wesj@,
3872-1449785626-580797,hect,ecxtpa,acdocptir,fo,fel,xeclt,@,twejar@x,wesj@,
3964-1449925859-608062,hect,ecxtpa,@docpt@r,fo,vel,xecl,@n,twejar@x,wesj@,
3975-1449926622-609061,hect,ecxtpa,acdocptirt,fo,fel,xecl,@,twejar@x,wicsj@,
4012-1449944567-614182,hect,ecxtpa,@docpt@r,fo,fel,xeclt,@n,twejar@x,wesj@,
4028-1449963940-624173,hect,ecxtpar,acdocptirt,fo,fel,xeclt,n,twejar@x,wesj@,
4245-1450041413-658959,hect,ecxtpar,acdocptirt,vo,fel,xeclt,@,twejar@x,wesj@,
4373-1450272882-697772,hect,ecxtpar,acdocptir,fo,fel,xeclt,n,twejar@x,wesj@,
4424-1455798001-813935,hect,ecxtpa,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
4444-1450520236-721204,hect,ecxtpa,acdocptir,vo,fel,xeclt,@n,twejar@x,wesj@,
4495-1450598700-733066,hect,ecxtpac,@docpt@r,fo,fel,xeclt,@n,twejar@x,wesj@,
4674-1450949790-773356,hect,ecxtpa,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
4844-1451414197-815508,hect,ecxtpar,acdocptirt,fo,fel,xecl,@n,twejar@x,wesj@,
4907-1452286867-872541,hect,ecxtpar,acdocptir,vo,vel,xecl,n,twejar@x,wesj@,
4926-1452967008-841836,hect,ecxtpacr,acdocptirt,vor,fel,xecl,n,twejar@x,wesj@,
4937-1451756523-839977,hect,ecxtpac,acdocptir,for,vel,xecl,n,twicjacr@x,wesj@,
507-1450198409-688355,hect,ecxtpa,acdocptir,vo,vel,xeclt,@n,twejar@x,wesj@,
5330-1454020301-1044820,hect,ecxtpar,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
5353-1454318360-1015332,hect,ecxtpa,acdocptirt,fo,vel,xeclt,@n,twejar@x,wesj@,
5363-1458465258-1688438,hect,ecxtpa,acdocptir,fo,vel,xeclt,@n,twejar@x,wesj@,
5516-1454269805-1187632,hect,ecxtpa,acdocptir,for,vel,xecl,@,twejar@x,wicsj@,
5534-1460116724-1751549,hect,ecxtpar,acdocptir,vo,vel,xecl,@n,twejar@x,wesj@,
5538-1454009143-964699,hect,ecxtpa,@docpt@rt,fo,fel,xeclt,@n,twejar@x,wesj@,
5559-1454009395-963787,hect,ecxtpar,acdocptirt,for,fel,xecl,n,twejar@x,wesj@,
5598-1454015962-1029217,hect,ecxtpa,acdocptir,vor,vel,xecl,@n,twejar@x,wesj@,
5645-1454084508-1104390,hect,ecxtpa,acdocptir,fo,fel,xeclt,@n,twejar@x,wicsj@,
5762-1454617208-1336647,hect,ecxtpa,acdocptir,fo,vel,xeclt,n,twejar@x,wesj@,
5812-1454009720-982816,hect,ecxtpar,@docpt@rt,vor,fel,xecl,n,twejar@x,wesj@,
5857-1457557887-981498,hect,ecxtpar,acdocptir,fo,vel,xecl,@n,twejar@x,wesj@,
5945-1454255581-1088843,hect,ecxtpar,@docpt@r,fo,vel,xecl,@n,twejar@x,wicsj@,
6030-1454015583-1026228,hect,ecxtpa,acdocptir,for,vel,xecl,@n,twejar@x,wesj@,
6077-1454371509-1041602,hect,@xtp@r,acdocptirt,fo,fel,xeclt,@n,twejar@x,wesj@,
6098-1461048732-1081644,hect,xtp@r,acdocptir,fo,vel,xeclt,@n,twejar@x,wicsj@,
6111-1454023309-1048859,hect,ecxtpac,acdocptir,fo,fel,xeclt,@n,twejar@x,wesj@,
6198-1454067980-1081489,hect,ecxtpa,acdocptirt,vo,vel,xecl,@n,twejar@x,wesj@,
6216-1456415166-1520163,hect,ecxtpar,acdocptir,vor,fel,xeclt,n,twejar@x,wesj@,
6271-1454354340-1226532,hect,ecxtpar,@docpt@r,fo,vel,xecl,@n,twejar@x,wicsj@,
