10442-1465979972-2317803,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@,karackt@r@stik,x@luit,
10609-1464163597-1899837,zacxt,knocrt,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,gc@luit,
10895-1464108140-1870550,zacx,knocr,hect,facrk@,n,d,wei,@n,karackt@r@stik,gcluit,
11791-1466162845-2331542,sacx,kn@r,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,x@luit,
11940-1464641688-2162771,sacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,xluit,
12145-1466103682-2097055,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,xluit,
13104-1464302896-2005077,zacxt,kn@r,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,
13285-1464900511-2213089,zacxt,knocrt,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
13452-1464291253-1990344,zacxt,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,x@luit,
13550-1465928184-2316159,zacxt,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,xluit,
13884-1465542552-2289822,sacxt,knocr,hect,vacrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,
14656-1464340416-2015616,zacx,kn@rt,hect,vacrk@,icn,d,wei,@n,karackt@r@stik,x@luit,
14949-1464437901-2088667,sacxt,knocrt,hect,facrk@n,icn,d@,wei,n,karackt@r@stik,gc@luit,
14966-1464384388-2071422,sacxt,kn@rt,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,
1524-1453229861-909128,zacxt,knr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,
15456-1464345024-2021287,sacxt,knr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,
15474-1464524609-2105641,zacxt,knr,hect,facrk@,icn,d@,wei,@,karackt@r@stik,gc@luit,
15629-1464801198-2191973,sacxt,knocr,hect,facrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,
15664-1464356369-2035261,zacxt,knocrt,hect,vacrk@,icn,d@,wei,n,kacrackt@r@stik,x@luit,
16057-1464364058-2045017,sacxt,knocrt,hect,facrk@n,icn,d,wei,n,karackt@r@stik,x@luit,
16188-1465373862-2134241,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
16270-1464091254-1858151,sacxt,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,gcluit,
16368-1464280691-1974982,zacxt,knocrt,hect,facrk@,icn,d,wei,n,karackt@r@stik,xluit,
16497-1464683935-2167630,zacxt,knocr,hect,vacrk@,icn,d@,wei,@,karackt@r@stik,xluit,
16501-1464622332-2151703,zacx,knr,hect,facrk@,n,d,wei,@n,karackt@r@stik,x@luit,
16505-1464543677-2128458,zacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,xluit,
1654-1449406245-355479,zacxt,knocrt,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,gc@luit,
17187-1472374246-2452007,sacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,
17226-1472585312-2478131,zacxt,knocrt,hect,vacrk@n,icn,d@,wei,@n,kacrackt@r@stik,x@luit,
17518-1476345367-2509230,zacx,knocrt,hect,facrk@,n,d,wei,@n,kacrackt@r@stik,xluit,
17700-1479853639-2531671,zacx,knocrt,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
2486-1449325170-286923,zacx,knocrt,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,
2625-1452282475-871183,zacx,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
2682-1449505157-433822,sacx,knr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
3060-1449433936-394696,sacx,knocr,hect,facrk@,icn,d,wei,n,karackt@r@stik,x@luit,
309-1449157223-71810,sacx,knocr,hect,facrk@,icn,d,wei,@,karackt@r@stik,x@luit,
3377-1449687051-498569,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,xluit,
3399-1449690277-538012,zacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,
3583-1449677154-523495,zacx,kn@r,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
3823-1457001780-1550487,sacxt,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,
4012-1450112836-672668,zacxt,knocr,hect,facrk@n,icn,d,wei,@n,kacrackt@r@stik,x@luit,
4245-1450074506-665447,sacxt,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,x@luit,
4373-1450275116-698096,sacxt,knocrt,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,x@luit,
4424-1457695409-1565758,sacxt,knr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,
4444-1450522326-721669,zacxt,knocr,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,x@luit,
4495-1451034878-739354,zacx,knocr,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,
4674-1450955292-774437,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,xluit,
4844-1464179468-1911788,sacxt,knrt,hect,facrk@n,icn,d@,wei,n,kacrackt@r@stik,x@luit,
4937-1451769921-840520,sacx,knr,hect,vacrk@,icn,d@,wei,n,karackt@r@stik,x@luit,
5559-1454010184-988761,sacxt,knr,hect,facrk@,icn,d,wei,@,karackt@r@stik,gc@luit,
5598-1454102418-1123334,zacxt,knocr,hect,vacrk@,icn,d,wei,n,karackt@r@stik,gc@luit,
5857-1457599554-1571136,zacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,x@luit,
6030-1454017195-1033312,zacxt,knocr,hect,facrk@,icn,d@,wei,n,karackt@r@stik,x@luit,
6077-1454543037-1317434,zacx,knocr,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,x@luit,
6308-1454078052-1096714,sacxt,kn@rt,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,x@luit,
6545-1454173309-1150483,zacx,knocr,hect,vacrk@n,icn,d,wei,n,karackt@r@stik,x@luit,
6579-1454256899-1183006,zacx,knocr,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
6796-1454360594-1231485,zacxt,knocrt,hect,facrk@n,icn,d@,wei,@n,karackt@r@stik,x@luit,
6930-1456496662-1527252,sacx,knr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,gcluit,
6968-1454524328-1299529,sacxt,knocrt,hect,vacrk@n,icn,d@,wei,@n,kacrackt@r@stik,x@luit,
8004-1457194536-1545187,sacxt,knocr,hect,facrk@,icn,d,wei,@,kacrackt@r@stik,xluit,
828-1449173390-128235,sacx,knocrt,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,x@luit,
8391-1462471324-1801471,sacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,
8466-1460189225-1753126,zacx,knocr,hect,facrk@n,icn,d@,wei,n,karackt@r@stik,x@luit,
8641-1458176970-1671165,zacxt,knr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,
8804-1457967558-1649071,sacxt,knrt,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,x@luit,
8845-1483384027-2547994,zacxt,knocr,hect,facrk@,icn,d,wei,@,karackt@r@stik,x@luit,
9073-1460294084-1755681,zacxt,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,
9220-1464559922-1769393,sacxt,knocrt,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,x@luit,
9415-1462988098-1806620,zacxt,kn@rt,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,gc@luit,
9486-1463415383-1821399,sacxt,knrt,hect,facrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
9910-1464027965-1851396,sacx,knocr,hect,facrk@,icn,d,wei,@n,karackt@r@stik,x@luit,
