10015-1465415631-2278640,sacxt,knocrt,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,x@luit,
10029-1466013860-2321503,sacx,knocr,hect,facrk@,icn,d,wei,n,karackt@r@stik,gc@luit,
10038-1465763502-2308303,sacx,kn@r,hect,vacrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,
10241-1464791582-2190333,zacxt,knocr,hect,vacrk@,icn,d@,wei,n,karackt@r@stik,xluit,
10267-1464460169-2101309,sacx,knocr,hect,facrk@,icn,d,wei,n,kacrackt@r@stik,gc@luit,
10295-1464286824-1972465,sacx,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,
10873-1464123762-1889881,sacxt,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,
10988-1464180420-1913041,sacxt,knocr,hect,facrk@n,icn,d@,wei,@,kacrackt@r@stik,gc@luit,
11719-1464609687-2145873,sacxt,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,gc@luit,
12292-1468404647-2403416,zacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,
12535-1464198449-1928795,zacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,
13066-1464208879-1942393,sacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,
13627-1464340764-2015985,sacx,knocr,hect,facrk@,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,
13969-1464285524-1981432,zacxt,knocr,hect,facrk@,n,d@,wei,@n,kacrackt@r@stik,gc@luit,
14111-1477309190-2516970,zacx,knocrt,hect,facrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,
15101-1464944163-2217286,sacxt,knocr,hect,facrk@n,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,
15579-1469788689-2416092,zacxt,knocr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,gc@luit,
15588-1466157450-2330937,sacxt,knocr,hect,facrk@,n,d@,wei,@n,karackt@r@stik,gc@luit,
15592-1465472048-2283392,zacxt,knocr,hect,facrk@n,icn,d,wei,@n,karackt@r@stik,x@luit,
15779-1464357557-2036727,sacxt,knocrt,hect,vacrk@,icn,d,wei,@n,karackt@r@stik,gc@luit,
15781-1465025977-2230215,zacx,knocr,hect,vacrk@n,icn,d@,wei,@n,kacrackt@r@stik,gc@luit,
15972-1464424403-2080893,sacxt,knocr,hect,vacrk@n,icn,d@,wei,@n,karackt@r@stik,gc@luit,
16149-1464375282-2060388,sacxt,knocr,hect,facrk@,icn,d@,wei,@,kacrackt@r@stik,gc@luit,
16207-1464421858-2078785,zacxt,knocr,hect,facrk@,icn,d,wei,@,kacrackt@r@stik,gc@luit,
16210-1464544785-2129241,sacxt,knocr,hect,facrk@,icn,d@,wei,n,kacrackt@r@stik,gc@luit,
16222-1464606016-2144953,zacxt,knocr,hect,vacrk@,icn,d@,wei,@n,karackt@r@stik,x@luit,
16307-1464164775-1901141,sacxt,knocr,hect,facrk@,icn,d,wei,@n,kacrackt@r@stik,gc@luit,
