fn000007,0.000,3.149,[] zowAls @ Al x@zExt @ w@ zE+n dAn tu an @
fn000007,3.149,6.872,AGEndapYnt nex@n d@ med@delIN@n
fn000007,6.872,8.275,@m
fn000007,8.275,11.006,sYl@ w@ z@ paGinaG@wE+s AfhAnd@l@
fn000007,11.675,14.823,@m Efxeve zEstim_mEt_t@ med@delIN@ en
fn000007,15.835,17.626,@ @ Efxeve zEzEntwInt@x
fn000007,17.626,21.376,mEd_d@ med@delIN@ en tOt Em_mEt vE+f wi
fn000007,22.627,26.097,m@vrA+ sxIks En m@vrA+ bEks m@vrA+ sxIks
fn000007,28.248,30.415,En d@ her tYm@rs
fn000007,30.697,31.447,m@vrA+ sxIks
fn000007,52.352,53.290,hmhm
fn000007,63.746,66.038,@m Ik @ mut y zEG@
fn000007,66.038,69.042,Ik hEp @t stYk wEl G@zin Ik men
fn000007,69.042,72.434,dAt @r In erst@ InstAnsi Gen sprak@ wAs fAn stydEnt@ ma m@sxin
fn000007,72.434,75.521,Iz @t sIn@x tAt w@ ev@ mEt @ d@ her vAn d@ bruk ti dAt
fn000007,75.521,78.718,@ Op @t @ nivo @
fn000007,78.718,80.987,fAn @t byro @ koOdinert @
fn000007,80.987,83.175,kOntAkt Opnem En ev@ kE+k@ Of tAt kAn
fn000007,85.430,88.921,ja @ m@vrA+ pEks
fn000007,130.277,130.939,hmhm
fn000007,131.928,136.894,wE+-j-@ sYl@ da xud@ nota vAn_nem@_@t Iz ImId@ls In d@ notyl@ fAstx@lExt
fn000007,136.894,139.202,En @ w@ zYl@ dar_reknIN me hA+d@
fn000007,140.276,144.008,dENk dAt @t b@lANrE+k Is dAt y zon pYnt vAn zOr@x @ na vor@ brENt
fn000007,145.997,147.203,[]
fn000007,150.159,150.934,hmhm
fn000007,155.937,156.672,[]
fn000007,162.759,163.456,m
fn000007,201.510,202.261,hmhm
fn000007,206.972,207.348,m
fn000007,258.324,258.887,myhy
fn000007,263.946,264.842,hmhm
fn000007,264.842,265.982,ja y @
fn000007,30.445,33.091,@m hArsk@ xut dAt @r @
fn000007,33.091,35.258,zon ov@lEx kOmt @m
fn000007,35.258,39.788,bE+ pYnt_twe nA+ [] #
fn000007,39.788,43.258,Ef@ v@Get@ # soms hEp k wEl []
fn000007,43.258,45.045,@m #
fn000007,45.045,48.634,mar wE+ sE+n zEl@v ok hel ErG b@niwd nar @ @ wAt @r Y+t @
fn000007,48.634,52.510,ja zon dAx kOmt a an Infomatsi ov@r @t stydihY+s
fn000007,52.510,56.103,En w@ fruG@ Ons Af Of @ @n antAl mEns@ v@n stOfl dar og bE+ kOnd@ zIt@
fn000007,56.103,58.542,Omd@t_t for Onz og b@lANrE+k Is
fn000007,58.542,62.152,wAt for sydEnt@ wE+ lat@r GaN krE+G@ di Y+t_t sydihY+s kom@
fn000007,83.969,84.761,oke
fn000007,86.257,86.770,ja
fn000007,235.959,236.412,JA
fn000007,88.883,91.328,@m ja Ik wIld@ nOx ef@ its @
fn000007,91.328,93.110,bE+ pYnt fir @ zEG@
fn000007,93.110,95.920,@m wE+ hEb@ dYs ok @
fn000007,95.920,97.687,bE+ Onz@ Axt@bAn @
fn000007,97.687,101.072,x@ratplext ov@r @ t AlfaInfOmatsikYnd@ En
fn000007,101.072,103.737,dAr zE+n Ind@rdad nOGAl wAt @ hak@ En oG@
fn000007,103.737,106.033,an @t @ poGAma zoAs t @r ny ok lIxt
fn000007,106.033,108.383,En @m
fn000007,108.383,111.795,aNG@zin hir ok Al stat_tAt Er nOx nar @ OplOs@N@ G@zOxt xat wOrd@
fn000007,111.795,114.569,wIl@ wE+ og nOx hIl xrax b@nadrYk@ dAt
fn000007,114.569,116.917,d@ Invur@N vAn d@ niw@ AlG@men@ vAk@
fn000007,116.917,120.615,@ mEt_t@ Y+t@st@ zOrxfYld@xhE+t @
fn000007,120.615,122.886,@ G@Impl@m@ntert sAl mut@ wOrd@
fn000007,122.886,124.410,En @
fn000007,124.410,127.463,vAnweG@ dYs di Alf@InfOmatsikYnd@ En d@ problem di darbE+ kom@
fn000007,127.463,130.512,dAt @ w@ dar Ons tOx @ red@l@k sOrG@ ov@ mak@
fn000007,139.128,140.191,hel Grax
fn000007,14.873,15.937,zEz@twInt@
fn000007,144.670,145.858,ja @
fn000007,145.858,148.053,mE+n OpmErk@Nkj@ wAs of@r @tsEl@vd@ pYnt
fn000007,148.053,149.594,dYs og bE+ @
fn000007,149.594,152.345,s@fEr Ik @ x@InfOrmer bEn
fn000007,152.345,155.053,En @ OmdAd Ik dar vOrG@ ker ok Al its ov@ G@zExt hEp
fn000007,155.053,156.658,fo ov@ vor@x jar
fn000007,156.658,159.518,hEp @ wAs Onz@ InsxAtIN dAt @t
fn000007,159.518,161.768,dIt ja E+G@l@k Im plats fAn bet@r
fn000007,161.768,164.424,wAnt_tun wErt r ok x@zExt w@ dun Er its an
fn000007,164.424,167.722,fAn dAt @d_dIt jar E+G@l@k nOx slExt@r Gat dAn vorIx jar
fn000007,167.722,170.748,m@t nam@ wAt d@ stydEnt@ b@trEft hE
fn000007,170.748,173.182,Of s@ medun Of s@ Afhak@ @
fn000007,173.182,174.576,dAt sort sak@
fn000007,174.576,176.896,En @ ny zi-j-Ik dAt @r @
fn000007,176.896,179.958,Op kOrt@ t@mE+n Is r its x@dan an @
fn000007,179.958,181.146,wAt stOnt r ok wer
fn000007,181.146,184.707,G@zEt@ tE+d@ bejeNkOmst@ wOrd@ G@OrGanizert E
fn000007,184.707,187.064,En @ 2
fn000007,187.064,189.533,ja dAt lE+kt Onz @n v f@bet@rIN
fn000007,189.533,193.222,ma m@sxE+n wArsxE+nl@k sA+ di v@bet@rIN nOx_xrot@r zE+n Als di @G@s
fn000007,193.222,195.752,@ Gi up x@sEt@ tE+d@ beeNkOmst@
fn000007,195.752,198.583,ok dYs fAnY+d_d@ OplE+dIN@ zEl@f
fn000007,198.583,201.646,dar en@G@ Insprak In Is
