fv800001,0.000,2.962,Cathy zag hen wild zwaaien
fv800001,2.962,5.109,haar vader stak zijn duim omhoog
fv800001,5.109,6.732,alsof hij wilde zeggen
fv800001,6.732,8.997,het komt wel goed joch
fv800001,8.997,13.262,haar moeder kleefde bijna tegen het autoraampje aan
fv800001,13.262,15.433,haar neus werd platgedrukt
fv800001,15.433,17.587,en leek op een jonge champignon
fv800001,17.587,21.841,Cathy zag de BMW langzaam verdwijnen
fv800001,21.841,23.482,tot hij niet meer was
fv800001,23.482,25.507,dan een zilveren schijnsel
fv800001,25.507,27.445,tussen de bomen en struiken
fv800001,27.445,31.322,ze veegde de tranen uit haar ooghoeken
fv800001,31.322,33.408,tilde haar twee koffers op
fv800001,33.408,36.671,en begaf zich in de richting van het landhuis
fv800001,36.671,41.298,de oprijlaan was niet meer dan een hobbelige zandstrook
fv800001,41.298,42.702,die zich voortslingerde
fv800001,42.702,43.981,tussen de hoge
fv800001,43.981,45.723,grijze boomstammen
fv800001,45.723,47.726,de middagzon
fv800001,47.726,49.731,hing klein tussen de takken
fv800001,49.731,51.762,en de schaduwen van de wolken
fv800001,51.762,53.993,drentelden over het gras
fv800001,53.993,57.464,het had een prachtige dag kunnen zijn
fv800001,57.464,59.357,in Londen
fv800001,59.357,62.577,ze had met haar moeder kunnen gaan winkelen
fv800001,62.577,63.509,zwemmen
fv800001,63.509,65.279,of terrassen
fv800001,65.279,67.491,dat werkwoord
fv800001,67.491,69.604,had ze zelf uitgevonden
fv800001,69.604,72.290,het hoorde bij de warme zomerdag
fv800001,72.290,74.488,die ze ginds achter had gelaten
fv800001,74.488,76.256,ze hadden
fv800001,76.256,79.008,languit naast elkaar op de strandstoelen
fv800001,79.008,80.572,kunnen gaan liggen
fv800001,80.572,83.980,zij zou mams rug ingewreven hebben
fv800001,83.980,85.596,en mam de hare
fv800001,85.596,90.203,of ze had gewoon met haar vriendinnen rond kunnen slenteren
fv800001,90.203,92.347,in de buurt van Trafalgar Square
fv800001,92.347,95.099,elk jaar in het hoogseizoen
fv800001,95.099,97.476,trokken daar massa's toeristen voorbij
fv800001,97.476,99.844,hun fototoestel in de aanslag
fv800001,99.844,102.112,pratend gillend en lachend
fv800001,102.112,103.807,in de vreemdste talen
fv800001,103.807,106.559,het was een spel geworden
fv800001,106.559,108.364,zij en haar vriendinnen
fv800001,108.364,110.038,kozen iemand uit
fv800001,110.038,114.002,en probeerden zijn of haar nationaliteit te raden
fv800001,114.002,117.188,het meisje dat vijf keer juist raadde
fv800001,117.188,119.625,werd getrakteerd op ijs
fv800002,0.000,4.284,Cathy had haar uiterste best gedaan
fv800002,4.284,6.186,om hen te overreden
fv800002,6.186,10.507,waarom kon ze niet logeren bij haar beste vriendin Jennifer?
fv800002,10.507,12.498,geen sprake van
fv800002,12.498,13.630,had mam gezegd
fv800002,13.630,16.621,zes weken is een veel te lange tijd
fv800002,16.621,19.158,je weet dat haar moeder rust nodig heeft
fv800002,19.158,24.208,al Cathy's maren en zegs
fv800002,24.208,27.062,en zuchten hadden niets opgeleverd
fv800002,27.062,30.565,voor ze de opdracht aanvaardden
fv800002,30.565,31.879,hadden pap en mam
fv800002,31.879,34.100,tante Esmeralda opgebeld
fv800002,34.100,36.906,die met mams broer was getrouwd
fv800002,36.906,39.004,het bleek
fv800002,39.004,42.246,dat ze ernaar uitkeek om Cathy op bezoek te krijgen
fv800002,42.246,43.918,later
fv800002,43.918,46.624,moest tante weer terugkomen op haar besluit
