fn000001,0.000,1.054,word je hier nou wakker van?
fn000001,3.401,5.023,'k vind het nog helemaal niet zo'n uitgeslapen plaat
fn000001,5.023,6.025,we zoeken zo direct wel goed
fn000001,7.156,8.420,goedemorgen Nijmegen
fn000001,17.758,19.065,het is zes minuten over zeven
fn000001,19.065,20.913,kijk eens naar buiten als je tenminste nog uh
fn000001,20.913,24.369,als je uh in je bed ligt dan moet je nu naar buiten kijken want dan kan je ook niet naar buiten kijken
fn000001,24.369,26.358,tenzij je geen gordijnen voor je ramen hebt zitten
fn000001,26.358,29.339,maar uh ben je je bed uit kijk dan eens eventjes naar buiten
fn000001,29.339,32.420,gadverdakkie 't is een beetje grijs 't regent 't is nat
fn000001,32.420,35.698,de mensen die de hond hebben moeten uitlaten die hebben d'r alles al van mee kunnen maken
fn000001,35.698,37.712,het regent nog behoorlijk ook nog
fn000001,37.712,40.841,maar ja goed dat maakt niks uit de programma's van Radio Nijmegen gaan gewoon door
fn000001,40.841,43.989,en uh we proberen gewoon wat vrolijke muziek vandaag uit de boxen te laten komen
fn000001,45.283,48.022,wat gaan we doen het komend uur? straks doen we het krantenoverzicht we hebben het nieuwsitem
fn000001,48.022,50.353,we gaan het hebben over de sociale dienst van de gemeente Nijmegen
fn000001,50.353,52.359,om half acht hebben we 't Radio-Nijmegennieuws
fn000001,52.359,55.191,aansluitend weer en verkeer gevolgd door dag-agenda
fn000001,55.191,57.117,het ludieke nieuws komt ook nog voorbij
fn000001,57.117,58.631,en we sluiten natuurlijk af met uh
fn000001,58.631,60.701,het belangrijkste nieuws van afgelopen weekeind
fn000001,60.701,63.129,we zitten hartstikke vol we hebben wederom Duitse muziek
fn000001,63.129,65.675,we gaan luisteren naar Liquido en Narcotic*v
fn000010,0.000,2.294,Always*v Have*v And*v Always*v Will*v de nieuwe Ace*v Of*v Base*v
fn000010,2.294,5.254,en hij klinkt nog leuk het is wel een beetje een ABBA-achtig
fn000010,5.254,8.186,-typig uh liedje weet je wel ja ABBA-achtig -typig
fn000010,8.186,11.157,ja nou zo is misschien verkeerde woordkeuze
fn000010,11.157,13.728,maar uhm zo ga 'k het wel noemen
fn000010,13.728,15.297,achtig en typig
fn000014,0.000,1.688,oeh wat een fantastische plaat
fn000014,1.688,3.373,op de stem van de stad Radio Nijmegen
fn000014,3.373,4.794,aan in Aan De Slag
fn000014,4.794,6.435,U2 was dat van een paar maanden geleden
fn000014,6.435,7.873,en The*v Sweetest*v Thing*v
fn000014,7.873,9.902,daarvoor hoorde je uit de jaren zeventig
fn000014,9.902,11.388,uh Cloud en Substitute*v
fn000014,11.388,13.404,ik doe een gok uhm zesenzeventig
fn000014,13.404,14.605,'k doe een wilde gok hoor
fn000014,14.605,16.355,'k weet ook niet eens of 't absoluut waar is
fn000014,16.355,18.256,straks 't Radio Nijmegen nieuws
fn000014,18.256,20.547,om half tien dat zal over uh zo ongeveer uh
fn000014,20.547,21.860,nou ja zesenhalve minuut zijn
fn000014,23.184,25.536,uh maar voordat 't zover is nog twee platen
fn000014,25.536,28.407,nou van die twee platen is dit de eerste een absolute regenplaat vind ik
fn000014,28.407,30.200,negentien zevenentachtig Chris Rea
fn000014,30.200,31.922,die maakte allemaal van dat soort platen
fn000014,31.922,33.440,als 't regent is uh dan dan
fn000014,33.440,35.040,dan moet je gewoon binnen zitten met dit soort muziek op
fn000014,35.040,36.613,Josephine is dit en Chris Rea
fn000015,0.000,2.629,als we de uh de term wishful thinking zouden moeten definiëren
fn000015,2.629,5.675,dan zouden we kunnen zeggen dat dat deze plaat uh draaien is
fn000015,5.675,7.795,tijdens dit soort weer ongelooflijk
fn000015,7.795,10.428,uh Ryan Paris uit negentien drieëntachtig en Dolce*v Vita*v
fn000015,10.428,12.605,toen was dat een uh hele grote nummer-één-hit
fn000018,0.000,2.049,zijn van die geweldige saxofonen die uh
fn000018,2.049,3.049,in dit soort platen zitten
fn000018,3.049,5.098,Would*v You*v Go*v To*v Bed*v With*v Me*v
fn000018,5.098,7.355,van uh Touch And Go
fn000018,7.355,9.418,en daarvoor Luisa Fernandez uit de jaren zeventig
fn000018,9.418,11.722,en Lady*v Love*v On*v You*v
fn000018,11.722,13.851,'t eerste uur van Aan De Slag dat zit d'r al op
fn000018,13.851,15.789,zo dadelijk 't uh NOS radionieuws
fn000018,15.789,17.221,en de commercials die daarvoor zitten
fn000018,17.221,18.734,en nog één plaatje
fn000018,18.734,19.851,een leuke Nederlandstalige plaat
fn000018,19.851,21.223,van uh Klein Orkest
fn000018,21.223,23.246,en Koos Werkeloos tot na tien uur
fn000019,0.000,2.098,Maxi Priest en Some*v Guys*v Have*v All*v The*v Luck*v
fn000019,2.098,4.528,ruim tien uur geweest nou la*a laten we 't dan ook exact doen
