fn000868,0.000,0.709,hu Is t jON@
fn000868,1.779,3.170,pOtf@dOm@ dAz lAN G@led@
fn000868,3.889,4.429,ja
fn000868,7.446,7.900,ne
fn000868,12.156,13.658,he mE wEl@k@ spOrd nA+ wer
fn000868,15.172,16.042,Ax #
fn000868,16.231,17.045,bIn@ Ov bY+t@
fn000868,18.275,18.729,oh
fn000868,19.704,20.697,f@kerd@ sxun@ hE
fn000868,23.590,25.282,# dAm_mu j@ tOx @z bE+ Ons lANskom In d@ zak
fn000868,25.282,27.540,wAnd_dAN kAn Ik jA+ pErfEkt@ sxun@ ambid@ davor
fn000868,28.432,29.392,ja
fn000868,30.750,33.182,kE+k @ d@ sxun@ vor bIn@ zE+n_ni x@brY+k vor bY+t@n E
fn000868,34.996,36.614,o f@sxrIk@lIk
fn000868,38.469,40.502,ja dAn hEp j@ tyk di lEk@r@ trImsxun@ an
fn000868,40.502,42.604,En dar wIl j@ bIn@ me xan tEn@s@ En di zE+n t@ struf
fn000868,43.895,46.024,nA+ @ kE+k_kOmp@tisi du Ik ni mer
fn000868,46.327,48.910,mar @ nOx herl@k @ d@ vrE+j@ wIl hE
fn000868,49.410,50.859,mar d@ drAN Iz d@rvAn Af
fn000868,51.313,52.115,la k zo zEG@
fn000868,53.667,55.531,ja En Ig dEN dA j@_@t fruG@r ok @
fn000868,55.531,56.936,vruG@r t@ vel x@dan hEpt hE
fn000868,56.936,58.985,En d@ bGOm_ma t@ zEG@ vAn A ja x@zIm_mEt kInd@r@
fn000868,58.985,60.839,di di wIl nAtyk ok @n andAxt dYs @
fn000868,60.839,62.521,ne dAz wAs nit stYkj@ mInd@r
fn000868,64.021,64.479,zE
fn000868,65.331,67.583,ja Ik mut sEG@ w@ hEb@ nit_t@ klaG@n hE
fn000868,67.583,68.981,w@ xan bIn@kOrt nOx @n @
fn000868,68.981,70.826,nOx twe vEst@G@ d@rbE+ nem@
fn000868,71.273,71.983,En @
fn000868,71.983,74.573,wAnt w@ hEb@ ja j@ wet_tYs lAnd@l@k sIt@ wE+ Al xut f@rsprE+t
fn000868,75.273,77.752,mar @ w@ xan @r nOx twe Ekstra op@n@
fn000868,78.272,79.897,En @ dAt sE+n he
fn000868,79.897,81.829,b@stand@ wINkOls
fn000868,81.829,83.161,mar di hE w@ dYz ov@G@nom@
fn000868,83.625,84.484,En @
fn000868,85.044,87.258,@ dAt Is @ xYn@mAn In E+nthov@
fn000868,87.523,89.529,En @m
fn000868,89.529,91.450,dAn bEn Ik ev@ d@ nam kwE+t Y+t tIlbYrIx
fn000868,92.226,94.608,@n b@stand@ vEstIGIN vAn vAn vAn vAn
fn000868,94.901,97.696,ja nA+ nA+ vrax j@ m@ its war k ev@tywel d@ nam ni vAn kEn
fn000868,99.604,101.411,nA+ di hEb@ dar hEb@ wE+
fn000868,101.411,103.634,tuvAl@x me In Ond@hAnd@lIN x@kom@ bE+d@ zak@
fn000868,103.634,104.881,En @
fn000868,104.881,106.809,ja di wIld@ d@ A+w@ xYn@mAn di stOpt_tYs
fn000868,107.261,109.200,En @ di hAt xen OpfOlGIN
fn000868,109.598,112.444,En In tIlbYr@x ja dAt wAz E+G@l@k @n Aflop@nd@ zak
fn000868,112.444,114.045,En dar wIl@ wE+ wer @m bluj@nd@ zak fAm_mak@
fn000868,114.300,116.280,En dAt mut kYn@ zek@r @n stAt As tIlbYrx
fn000868,118.331,119.096,@
fn000868,119.096,121.463,ja dAt hef_fErd@r mE+n dirEksi x@dan d@ jY+st@
fn000868,121.463,123.822,finASel@ zak@ [] d@ stAnd vAn wed Ik nid
fn000868,123.822,125.989,mar @ dA kwam@ z@ ok tuvAl@x Op
fn000868,127.622,130.167,wE+ xan @ d@r teG@ wer te vErd@r teG@nan ja
fn000868,130.167,131.874,nA+ ja As tA kAn warOm nit hE
fn000868,135.317,135.788,ja
fn000868,144.826,145.157,ja
fn000868,147.135,147.834,ja nA+
fn000868,147.834,150.271,kE+k @_@t Iz nAtyk zo d@t prodYkt@ di j@ v@kopt
fn000868,150.688,152.069,da kom@ j@ klAnt@ vo trYx hE
fn000868,152.069,154.491,kE+k Az Ik mOr@G@n @n tEnt f@kop for @n dYmprE+s
fn000868,154.491,156.502,En d@ kwAlitE+t Is_slExt dAn zi k di klAnt ni mer trYx
fn000868,157.006,159.551,En @_@t Iz nid Alen d@ klAnt @t Iz og d@ mOntOmOntr@klam@
fn000868,160.109,162.484,wAnt @ pitj@ kOmt jAntj@ teG@ Op t@ kEmpIN En @
fn000868,162.484,164.724,di zExt_teG@ jAntj@ xOt_ti tEnd_da draj Ik Al vE+f jar me
fn000868,165.070,167.091,EJ_JAntj@ di heft @n tEnt war di ma twe jar me drajt
fn000868,172.611,172.970,ja
fn000868,175.504,175.882,ja
fn000868,178.803,179.873,ja ja ja ja
fn000868,181.424,181.840,ja
fn000868,183.903,184.670,ne darOm
fn000868,184.925,187.443,kE+k En wE+-j-@ wE+ zE+n bE+ jYli bez@x mEd @n Ord@r
fn000868,187.443,190.382,Alen ja Ik_kwAm dYs mEt @ d@ mAn bE+ jYli d@r nid_dorhen
fn000868,190.600,192.447,dYs @
fn000868,192.447,194.487,m@ner d@ vris En @ ja
fn000868,194.487,196.835,@ nA+ hEb Ik dYz @n Afsprak mE jA+
fn000868,197.403,198.358,wAnt Ik wIl nAtyl@k
fn000868,198.737,199.787,ne-j-oke
fn000868,199.787,202.257,[] ma dA kY j w@_@z @ ker @n And@r Afspak mag@ dAz ni zo-w-Er@x
fn000868,202.872,203.870,[] [] mut@ w@ dun
fn000868,203.870,204.933,ne dA mu[] m@ zek@ dun
fn000868,205.306,206.069,@m
fn000868,207.690,209.885,@ xOt @m
fn000868,209.885,211.767,w@ kYn@_@z @n ker ov@_@t skala sprek@ wArOm nit
fn000868,211.767,213.317,@ d@r zE+n x@nux moG@l@khed@
fn000868,213.977,214.961,nA+ @
fn000868,215.119,217.021,mEn hef m@ ny mE jA+ dorv@bOnd@ Ig bEm blE+
fn000868,217.021,218.633,wAJ_Ja oke w@ kEn@_@lkar
fn000868,218.633,220.563,mar la w@ prive sxE+d@ vAn zak@
fn000868,221.443,222.502,ja #
fn000868,222.964,223.826,wAnt @
fn000868,223.826,224.500,ja []
fn000868,224.500,226.332,[] Ik mut_tOx @ sxErp@r@ prE+s hEb@
fn000868,230.325,231.574,ja pr@sis
fn000868,232.818,233.268,ja
fn000868,238.401,238.968,mhyhy
fn000868,241.029,243.260,nA+ Ik hEp mE hEm d@ d@rov@ x@hAt
fn000868,243.260,244.518,En @
fn000868,244.518,247.453,Ik hEb @m x@zExt @ lY+st@r @
fn000868,247.453,250.109,Ik wIl @ vor d@ twep@sonstEnt@
fn000868,250.630,252.993,wIl Ik tOx wEl zek@r @n @n prE+snivo @
fn000868,252.993,253.970,de hEb@
fn000868,254.292,255.739,Ik wIl vor d@ slapsAk@
fn000868,256.089,257.916,@ @m prE+snivo se hEb@
fn000868,258.426,260.740,En Ik wIl vor d@ d@ rYxsAk@
fn000868,260.740,262.043,dar wIl Ik tOx sek@r Op a xan zIt@
fn000868,263.793,264.261,nA+
fn000868,264.261,266.329,da kOn hE+ Ob dAt m@mEnt @ ja
fn000868,266.329,268.360,@ xen Antwort Op xev@ @
fn000868,268.360,270.093,hE+ hef nAtyl@k og b@pald@ vOlmAxt@
fn000868,272.773,273.594,@ dAt
fn000868,273.594,274.977,dAd @ da hEb Ik og b@GrIp for
fn000868,279.001,279.748,njA
fn000868,279.748,280.392,oke
