fv600065,0.000,4.366,d@ ostflams@ G@ment@ lok@r@ heft @n trAdisi vAn jON@r@rEl@
fv600065,4.366,7.460,d@ rup Om fOrs pOlisiOptred@ klINkt @r lY+t
fv600065,7.460,12.030,d@ lib@ral@ bYrG@mest@r Ant2nis wIl vAst@ Afsprak@ mEd_d@ jON@r@G@mensxAp
fv600065,12.030,15.990,vorAl mEt ENk@l@ mArokans@ GruperIN@ dYrft @t Y+d_d@ hAnt_t@ lop@
fv600065,15.990,19.550,vAmOrG@ kwAm_mInIst@r vAn bIn@lAnts@ zak@ A~ntwAn dykEn
fv600065,19.550,22.410,polshoxt@ nem@ ov@r d@ wErkIN vAn d@ Afsprak@
fv600065,22.410,26.970,majg d@ mYld@r vrux d@ bYrG@mest@r Of @r @n OplOsIN Y+d_d@ bYs x@kom@ Is
fv600065,99.645,102.874,bYrG@mest@r Ant2nis fAn lok@r@ bE+ majk d@ mYld@r
fv600065,102.874,108.655,En d@ bYrG@mest@r Gevd_d@ IndrYg dAt @r tOx hel vel drajt Om d@ r@prEsi d@ pOlisiampAg dYs
fv600065,108.655,112.512,kAbinEtSEf kun dAs@ vAn bIn@lAnts@ zak@ nywAnsert
fv600065,154.932,156.181,kun dAs@
fv600065,156.181,160.554,mar d@ miGrAnt@ zE+n hel@mal nit Opx@zEt mEt @t ov@rhE+tsinisjAtif
fv600065,160.554,165.642,wE+ krE+G@ Alwer d@ zwArt@ pit tuG@spelt zExt hYn wortfurd@r musA AxAbAr
fv600065,231.497,234.140,musA AxAbAr bE+ majg d@ mYld@r
fv600065,234.140,236.571,jON@r@ov@rlAst En hu di an t@ pAk@
fv600065,26.974,30.888,Ik hEp d@ tuzEGIN dAt @t prOjEkt_tYs vErd@r zAl G@zEt wOrd@n
fv600065,30.888,33.124,Op wElk@ mAnir mut nOx Y+tx@makt wOrd@n
fv600065,33.124,36.651,dor d@ v@rGad@rIN di mandAx platseft_tYs@ rE+kswAxt@ En
fv600065,36.651,39.523,sted@l@k@ pOliSi mar @g bEn
fv600065,39.523,43.674,Y+t@rmat@ v@rh2xt_tAt_t@ mInIst@r @t prOjEkt st2nt
fv600065,51.906,54.288,ne dA eft E+ darjY+st ok lat@ v@rstan
fv600065,54.288,57.005,dAt E+ @t prOjEkt Ond@rst2nt fErd@r Ond@rst2n
fv600065,57.005,60.306,d@ mAnir warOp sAl dY+d@l@k wOrd@n mandAx op @k
fv600065,60.306,63.266,zEs tuG@vuGd@ rE+kswAxt@rs plYs twe
fv600065,63.266,65.466,rY+t@rs t@ pard_di zek@r Al blE+v@n
fv600065,65.466,68.430,En ov@r d@ rEst sAl mandAx fErd@r G@prat wOrd@n
fv600065,68.430,71.066,mar Ik hEp ir dY+d@l@g d@ Ond@rst2nIN G@kreG@n
fv600065,71.066,75.403,Om di zEs mEns@n t@ b@hA+d@ En vAn d@ her prOkyr2r En zek@r ok fAn d@ her@ mInIst@r
fv600065,79.033,83.263,ja []a dAd Is ni zo G@mAk@l@k I @n fOrmasi lIx fAst_tor bIn@lAnts@ zak@
fv600065,89.858,93.471,prevEnsi Is t@r AltE+t x@west mar [] wOrt nOG d@ klEmton
fv600065,93.471,97.445,Op x@lExt ny d@ nam zerotOl@rAns g bEn d@r ok @m betS@ mE v@rvel
fv600065,97.445,99.645,@t projEkt numt sero ov@rlAst
