10015-1465414679-2278559,z@nect,lacx,nacdact,s@,do,n,ocnb@kecnd@,pson,ics,x@kus,
10029-1466013489-2321338,z@nect,lacx,n@dact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kust,
10038-1465763259-2308058,z@nect,lacx,nadact,s@,dor,@n,ocnb@kecnd@,p@son,ics,x@kust,
10103-1464127681-1894308,sc@nect,lacxt,nadact,s,do,@n,ocnb@kecnd@,p@son,ics,x@kust,
10241-1464791214-2189984,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,gc@kust,
10267-1464459459-2100672,sc@nect,lacx,nadact,s@,dor,n,ocnb@kecnd@,pson,ics,x@kust,
10295-1464277086-1971878,sc@nect,lacx,nadact,z,do,@,ocnb@kecnd@,p@rson,ics,x@kust,
10678-1464206710-1940029,sc@nect,lacx,nadact,s@,do,n,ocnb@kecnd@,prson,ics,x@kus,
10873-1464122292-1888636,z@nect,lacx,n@dact,s,do,@n,ocn@kecnd@,prson,ics,gc@kust,
10988-1464179991-1912451,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,gc@kust,
11135-1465204598-2247702,sc@nect,lacx,ndact,s,do,@,ocn@kecnd@,pson,ics,x@kus,
11225-1464119581-1884582,sc@nect,lacx,nadact,z@,do,n,ocn@kecnd@,pson,ics,x@kus,
11719-1464178399-1908303,sc@nect,lacx,nadact,s,do,@,ocn@kecnd@,prson,ics,gc@kus,
12292-1465233648-2259904,z@nect,lacxt,nadact,s,do,@n,ocnb@kecnd@,pson,ics,x@kust,
12535-1464197438-1927736,sc@nect,lacx,nadact,s,do,@,ocn@kecnd@,p@son,ics,gc@kus,
12960-1464275086-1944302,sc@nect,lacxt,n@dact,s@,do,n,ocnb@kecnd@,pson,ics,gc@kust,
13066-1464208142-1941525,sc@nect,lacx,nacdact,s@,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
13371-1464429069-2083618,z@nect,lacxt,nadact,z@,do,@,ocnb@kecnd@,prson,ics,gc@kust,
13627-1464339836-2014546,sc@nect,lacxt,nacdact,z,do,@,ocnb@kecnd@,prson,ics,x@kust,
13969-1464263721-1961309,sc@nect,lacxt,nadact,s@,dor,@,ocn@kecnd@,pson,ics,gc@kust,
14111-1477307638-2516832,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,prson,ics,x@kust,
1499-1449398996-253198,z@nect,lacxt,nadact,z,dor,@,ocn@kecnd@,pson,ics,gc@kust,
15101-1464944016-2217196,z@nect,lacxt,nacdact,s,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
15579-1469787451-2416014,sc@nect,lacx,nadact,s,do,n,ocnb@kecnd@,p@rson,ics,gc@kust,
15588-1465484963-2284869,sc@nect,lacxt,nadact,s@,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
15592-1465471147-2283234,sc@nect,lacx,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,gc@kust,
15779-1464356942-2035682,z@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,gc@kust,
15781-1465023160-2229852,sc@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,p@son,ics,x@kust,
15937-1466106942-2329145,sc@nect,lacx,n@dact,z@,do,@n,ocnb@kecnd@,p@rson,ics,gc@kust,
15955-1464544303-2129082,z@nect,lacx,n@dact,z,do,@,ocn@kecnd@,prson,ics,gc@kus,
15972-1464424265-2080165,sc@nect,lacx,nadact,s,do,@,ocn@kecnd@,prson,ics,gc@kust,
16149-1464374308-2059381,z@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@son,ics,gc@kust,
16207-1464420760-2078592,z@nect,lacx,nadact,s,dor,n,ocn@kecnd@,prson,ics,gc@kus,
16210-1464536232-2125488,z@nect,lacx,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kust,
16222-1464605402-2144795,z@nect,lacx,nadact,s,dor,@,ocn@kecnd@,prson,ics,gc@kus,
16307-1464164534-1896103,sc@nect,lacxt,ndact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kust,
16326-1464607942-2145512,z@nect,lacxt,nadact,z@,do,@n,ocnb@kecnd@,pson,ics,x@kust,
16328-1464210816-1944673,z@nect,lacx,n@dact,s,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
16495-1464467199-2106778,z@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,p@rson,ics,gc@kust,
165-1449076821-28408,sc@nect,lacxt,nacdact,s,dor,n,ocnb@kecnd@,prson,ics,x@kust,
16938-1469365952-2410877,z@nect,lacxt,nadact,z,do,@n,ocnb@kecnd@,prson,ics,gc@kust,
17089-1473026239-2482424,z@nect,lacx,ndact,z@,do,n,ocnb@kecnd@,pson,ics,x@kust,
17126-1472377022-2454632,z@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,prson,ics,gc@kust,
1726-1449174962-131622,sc@nect,lacx,nadact,z@,do,@,ocnb@kecnd@,prson,ics,gc@kust,
17469-1474485974-2492046,sc@nect,lacxt,nadact,z@,dor,@,ocnb@kecnd@,prson,ics,x@kust,
17777-1482060722-2543349,z@nect,lacxt,nacdact,s,dor,@,ocnb@kecnd@,prson,ics,gc@kust,
1987-1449646494-521886,sc@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,prson,ics,gc@kust,
2238-1449334896-298008,sc@nect,lacx,nadact,s@,do,n,ocnb@kecnd@,prson,ics,x@kust,
2339-1449317886-273291,z@nect,lacx,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kust,
2343-1449930679-611678,z@nect,lacx,nadact,s,do,@n,ocnb@kecnd@,prson,ics,gc@kus,
2477-1449569200-446904,z@nect,lacxt,nadact,z,do,@n,ocnb@kecnd@,prson,ics,gc@kust,
2526-1449824213-585652,sc@nect,lacx,nadact,z@,do,n,ocnb@kecnd@,prson,ics,x@kust,
2720-1449361156-326329,sc@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,x@kust,
2782-1451341961-811526,sc@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,pson,ics,gc@kust,
2981-1449946531-420188,z@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,gc@kust,
3047-1449611100-512893,z@nect,lacx,nadact,z@,dor,@,ocn@kecnd@,prson,ics,gc@kust,
3151-1449569071-459104,z@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,prson,ics,gc@kust,
3178-1449509770-411485,sc@nect,lacxt,nadact,s,do,@,ocnb@kecnd@,prson,ics,gc@kust,
3293-1449602158-500516,sc@nect,lacxt,nadact,z,do,@n,ocn@kecnd@,prson,ics,x@kust,
3318-1449510785-441353,z@nect,lacxt,nadact,s@,do,@n,ocnb@kecnd@,p@son,ics,x@kust,
3333-1449775997-576697,sc@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,prson,ics,gc@kus,
3594-1449678068-536438,z@nect,lacx,n@dact,z,do,@,ocnb@kecnd@,p@rson,ics,gc@kus,
3677-1449656912-525415,z@nect,lacx,nacdact,s@,do,@n,ocnb@kecnd@,p@rson,ics,gc@kus,
3733-1449691599-550122,sc@nect,lacx,nadact,s@,dor,@n,ocnb@kecnd@,p@son,ics,x@kus,
3737-1454579425-1321426,sc@nect,lacx,nadact,s@,do,n,ocn@kecnd@,prson,ics,gc@kust,
4502-1450642044-746529,sc@nect,lacxt,nacdact,s@,do,n,ocnb@kecnd@,prson,ics,x@kus,
4547-1450967170-775973,z@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,pson,ics,x@kus,
