10442-1465930813-2316729,z@nect,lacxt,n@dact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kus,
10609-1464162497-1899211,z@nect,lacxt,nadact,s@,do,@n,ocn@kecnd@,pson,ics,x@kust,
10723-1464296290-1997447,z@nect,lacxt,nadact,s,do,@,ocn@kecnd@,prson,ics,gc@kust,
10895-1464106992-1869780,sc@nect,lacxt,nadact,s,do,@,ocnb@kecnd@,pson,ics,gc@kust,
11156-1464200125-1932437,sc@nect,lacx,nadact,s,dor,n,ocn@kecnd@,prson,ics,gc@kus,
11791-1466162633-2084808,sc@nect,lacxt,nadact,z,do,@,ocnb@kecnd@,p@son,ics,gc@kust,
11940-1464641399-2162502,z@nect,lacx,nadact,s,do,@n,ocn@kecnd@,p@son,ics,x@kus,
12145-1464348586-1955715,z@nect,lacxt,n@dact,s@,do,n,ocnb@kecnd@,p@rson,ics,x@kust,
12631-1464261201-1960405,sc@nect,lacx,n@dact,s@,do,@,ocn@kecnd@,p@son,ics,x@kust,
12954-1464380860-2067351,sc@nect,lacxt,n@dact,s,do,@,ocnb@kecnd@,p@son,ics,gc@kust,
13104-1464301574-2004291,sc@nect,lacxt,nadact,z@,do,n,ocn@kecnd@,p@son,ics,gc@kust,
13285-1464899638-2212151,z@nect,lacxt,nadact,s@,do,n,ocn@kecnd@,pson,ics,x@kust,
13452-1464285647-1981976,sc@nect,lacx,n@dact,s@,dor,@,ocnb@kecnd@,prson,ics,x@kust,
13550-1465927214-2315910,z@nect,lacxt,n@dact,s,do,n,ocnb@kecnd@,p@rson,ics,gc@kus,
13884-1465541975-2289734,sc@nect,lacxt,nacdact,s@,dor,@,ocnb@kecnd@,p@son,ics,gc@kust,
14656-1464297210-1998611,z@nect,lacx,nadact,s@,do,n,ocn@kecnd@,p@son,ics,x@kust,
14949-1464355452-2033969,sc@nect,lacx,n@dact,z,do,n,ocn@kecnd@,p@son,ics,gc@kus,
14966-1464384171-2070595,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kust,
15012-1465407196-2277047,z@nect,lacxt,nadact,z@,dor,@n,ocnb@kecnd@,prson,ics,x@kust,
1524-1453228961-909028,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,p@son,ics,gc@kust,
15271-1464426861-2082322,sc@nect,lacx,n@dact,s@,do,@,ocnb@kecnd@,p@son,ics,x@kust,
15456-1464344449-2020508,z@nect,lacxt,nadact,s,dor,n,ocnb@kecnd@,p@son,ics,x@kust,
15474-1464464525-2092277,sc@nect,lacxt,nadact,s,dor,@,ocnb@kecnd@,p@son,ics,gc@kust,
15580-1464348250-2025783,sc@nect,lacxt,n@dact,s,do,n,ocnb@kecnd@,pson,ics,x@kust,
15629-1464795754-2191664,z@nect,lacxt,nadact,s,do,@n,ocn@kecnd@,p@son,ics,x@kust,
15664-1464355495-2033382,sc@nect,lacxt,nadact,s,do,n,ocnb@kecnd@,prson,ics,x@kust,
16057-1464363697-2044270,sc@nect,lacxt,nadact,s,dor,n,ocnb@kecnd@,prson,ics,x@kust,
16156-1464646805-2165005,sc@nect,lacx,nadact,s@,do,n,ocnb@kecnd@,p@son,ics,x@kust,
16188-1464549318-2133378,sc@nect,lacxt,nadact,s@,dor,@n,ocnb@kecnd@,prson,ics,gc@kust,
1621-1449234103-194453,sc@nect,lacx,n@dact,z,do,n,ocnb@kecnd@,prson,ics,x@kus,
16270-1464080343-1853755,sc@nect,lacxt,nadact,s@,dor,n,ocnb@kecnd@,p@son,ics,x@kus,
16300-1464112699-1875750,sc@nect,lacxt,nadact,s@,dor,@,ocn@kecnd@,p@son,ics,gc@kus,
16318-1464120809-1886627,sc@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,p@son,ics,x@kust,
16368-1464207533-1940725,z@nect,lacxt,nacdact,s@,do,n,ocnb@kecnd@,prson,ics,x@kus,
16497-1464630663-2155706,sc@nect,lacxt,nadact,s,do,@,ocnb@kecnd@,p@son,ics,x@kus,
16501-1464621407-2150900,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,gc@kust,
16505-1464543234-2125053,z@nect,lacxt,nadact,s,do,@,ocn@kecnd@,prson,ics,x@kus,
1654-1449405519-351894,sc@nect,lacxt,nadact,s@,do,@,ocnb@kecnd@,prson,ics,gc@kus,
16621-1465152632-2243338,sc@nect,lacx,nadact,s,do,n,ocn@kecnd@,prson,ics,x@kust,
17187-1472373793-2449719,sc@nect,lacxt,nadact,s@,do,@,ocn@kecnd@,p@son,ics,x@kus,
17226-1472584392-2478043,sc@nect,lacxt,nadact,s@,do,n,ocnb@kecnd@,prson,ics,x@kust,
